lot_number,announce_id,announce_name,customer,lot_id,lot_name,quantity,amount_tg,trade_method,status
"82280996-ЗЦП117310558-1 проведение профилактических испытаний электрооборудования и электросетей, испытание электроинструмента и СИЗЗаказчик:Государственное коммунальное казенное предприятие «Дворец культуры «Кокшетау» при управлении культуры Акмолинской областиЭлектроизмерительные работыИстория1172 413.79Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310558,"17310558-1 проведение профилактических испытаний электрооборудования и электросетей, испытание электроинструмента и СИЗ",Государственное коммунальное казенное предприятие «Дворец культуры «Кокшетау» при управлении культуры Акмолинской области,42549374,Электроизмерительные работы,1.0,172413.79,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87182870-ОК217310567-1 Утилизация медицинских отходов класса ГЗаказчик:Государственное коммунальное предприятие на праве хозяйственного ведения ""Городская поликлиника № 3"" акимата города АстаныУслуги по удалению опасных отходов/имущества/материаловИстория168 965.52Открытый конкурсОпубликован",17310567,17310567-1 Утилизация медицинских отходов класса Г,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Городская поликлиника № 3"" акимата города Астаны",42549372,Услуги по удалению опасных отходов/имущества/материалов,1.0,68965.52,Открытый конкурс,Опубликован
"87343960-ЗЦП117310560-1 Проведение обучения сотрудников по теме ""Промышленная безопасность (все виды)"" на 15 слушателейЗаказчик:Государственное коммунальное предприятие ""Актюбинский областной фтизиопульмонологический центр"" на праве хозяйственного ведения государственного учреждения ""Управление здравоохранения Актюбинской области""Услуги по обучению персонала/сотрудниковИстория175 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310560,"17310560-1 Проведение обучения сотрудников по теме ""Промышленная безопасность (все виды)"" на 15 слушателей","Государственное коммунальное предприятие ""Актюбинский областной фтизиопульмонологический центр"" на праве хозяйственного ведения государственного учреждения ""Управление здравоохранения Актюбинской области""",42549370,Услуги по обучению персонала/сотрудников,1.0,75000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"85614960-ЗЦП117310559-1 Услуги по пропитке и протравливанию древесины консервантами и другими веществами/Заказчик:КГУ ""Общеобразовательная школа имени Е.Омирбаева"" Отдела образования по Тупкараганскому району Управления образования Мангистауской областиУслуги по пропитке и протравливанию древесины консервантами и другими веществамиИстория1300 000.00Запрос ценовых предложенийОпубликован",17310559,17310559-1 Услуги по пропитке и протравливанию древесины консервантами и другими веществами/,"КГУ ""Общеобразовательная школа имени Е.Омирбаева"" Отдела образования по Тупкараганскому району Управления образования Мангистауской области",42549369,Услуги по пропитке и протравливанию древесины консервантами и другими веществами,1.0,300000.0,Запрос ценовых предложений,Опубликован
"83046036-ЗЦП117310557-1 Услуги по перезарядке огнетушителейЗаказчик:Коммунальное государственное учреждение ""Общеобразовательная школа № 22 отдела образования города Костаная"" Управления образования акимата Костанайской областиУслуги по техническому обслуживанию противопожарных средств/инвентаря/оборудования (кроме систем безопасности)История1259 700.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310557,17310557-1 Услуги по перезарядке огнетушителей,"Коммунальное государственное учреждение ""Общеобразовательная школа № 22 отдела образования города Костаная"" Управления образования акимата Костанайской области",42549368,Услуги по техническому обслуживанию противопожарных средств/инвентаря/оборудования (кроме систем безопасности),1.0,259700.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"82853797-ЗЦП117310421-1 Услуги по поверке приборов учета тепла. Согласно технической спецификацииЗаказчик:Коммунальное государственное учреждение ""Основная средняя школа №87"" отдела образования города Караганды управления образования Карагандинской областиУслуги по поверке средств измеренийИстория180 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310421,17310421-1 Услуги по поверке приборов учета тепла. Согласно технической спецификации,"Коммунальное государственное учреждение ""Основная средняя школа №87"" отдела образования города Караганды управления образования Карагандинской области",42549366,Услуги по поверке средств измерений,1.0,80000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87198002-ЗЦП217310502-1 Запчасти для автомобилейЗаказчик:ГКП ""КТЭЦ"" на ПХВ управления энергетики и жилищно-коммунального хозяйства Кызылординской областиФильтрИстория642 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310502,17310502-1 Запчасти для автомобилей,"ГКП ""КТЭЦ"" на ПХВ управления энергетики и жилищно-коммунального хозяйства Кызылординской области",42549365,Фильтр,6.0,42000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
86593541-ЗЦП117310545-1 Приобретение хозяйственных товаров (краска бордовая)Заказчик:ГУ «Управление специализированной службы охраны города Жезказгана Комитета по контролю за охранной деятельностью Министерства внутренних дел Республики Казахстан»ЭмальИстория330 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17310545,17310545-1 Приобретение хозяйственных товаров (краска бордовая),ГУ «Управление специализированной службы охраны города Жезказгана Комитета по контролю за охранной деятельностью Министерства внутренних дел Республики Казахстан»,42549361,Эмаль,3.0,30000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"82264334-ЗЦП117310551-1 Сервисное обслуживание и поверка анализатора Alcotest 5820 в количестве 2 ед.Заказчик:государственное коммунальное предприятие на праве хозяйственного ведения ""Мактааральская районная больница ""Атакент"" управления здравоохранения Туркестанской областиУслуги по поверке средств измеренийИстория184 400.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310551,17310551-1 Сервисное обслуживание и поверка анализатора Alcotest 5820 в количестве 2 ед.,"государственное коммунальное предприятие на праве хозяйственного ведения ""Мактааральская районная больница ""Атакент"" управления здравоохранения Туркестанской области",42549360,Услуги по поверке средств измерений,1.0,84400.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"83859457-ЗЦП117310486-1 Услуги по пересылке регистрируемых почтовых отправленийЗаказчик:ГУ ""Ревизионная комиссия по Мангистауской области""Услуги по пересылке регистрируемых почтовых отправленийИстория144 642.86Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310486,17310486-1 Услуги по пересылке регистрируемых почтовых отправлений,"ГУ ""Ревизионная комиссия по Мангистауской области""",42549359,Услуги по пересылке регистрируемых почтовых отправлений,1.0,44642.86,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"85954851-ЗЦП117310543-1 Услуги по техническому обслуживанию служебного авто MG 5 (замена; масло двигателя, масляного фильтра, воздушного фильтра, масло в коробке . фильтр салона)Заказчик:Коммунальное государственное учреждение ""Отдел занятости и социальных программ акимата района Магжана Жумабаева Северо-Казахстанской области""Услуги по техническому/сервисному обслуживанию двигателей автомобильныхИстория154 660.00Запрос ценовых предложенийОпубликован",17310543,"17310543-1 Услуги по техническому обслуживанию служебного авто MG 5 (замена; масло двигателя, масляного фильтра, воздушного фильтра, масло в коробке . фильтр салона)","Коммунальное государственное учреждение ""Отдел занятости и социальных программ акимата района Магжана Жумабаева Северо-Казахстанской области""",42549358,Услуги по техническому/сервисному обслуживанию двигателей автомобильных,1.0,54660.0,Запрос ценовых предложений,Опубликован
"83523572-ЗЦП117310546-1 Приобретение ГСМ (бензин Аи-92) в талонахЗаказчик:ГУ ""Отдел архитектуры, градостроительства и строительства акимата Камыстинского района""Бензин для двигателей с искровым зажиганиемИстория1000215 520.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310546,17310546-1 Приобретение ГСМ (бензин Аи-92) в талонах,"ГУ ""Отдел архитектуры, градостроительства и строительства акимата Камыстинского района""",42549357,Бензин для двигателей с искровым зажиганием,1000.0,215520.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"82360174-ОК217310487-1 Приобретение компьютер в комплектеЗаказчик:Коммунальное государственное казенное предприятие ""Темиртауский высший политехнический колледж"" управления образования Карагандинской областиКомпьютерИстория1511 553 879.30Открытый конкурсОпубликован",17310487,17310487-1 Приобретение компьютер в комплекте,"Коммунальное государственное казенное предприятие ""Темиртауский высший политехнический колледж"" управления образования Карагандинской области",42549356,Компьютер,15.0,11553879.3,Открытый конкурс,Опубликован
"87333386-ЗЦП217310516-1 Ковер для «Асык ату»Заказчик:КГУ ""Школа-лицей № 4 отдела образования города Рудного"" Управления образования акимата Костанайской областиКоверИстория1130 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310516,17310516-1 Ковер для «Асык ату»,"КГУ ""Школа-лицей № 4 отдела образования города Рудного"" Управления образования акимата Костанайской области",42549355,Ковер,1.0,130000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87198017-ЗЦП217310502-1 Запчасти для автомобилейЗаказчик:ГКП ""КТЭЦ"" на ПХВ управления энергетики и жилищно-коммунального хозяйства Кызылординской областиФильтрИстория216 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310502,17310502-1 Запчасти для автомобилей,"ГКП ""КТЭЦ"" на ПХВ управления энергетики и жилищно-коммунального хозяйства Кызылординской области",42549354,Фильтр,2.0,16000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"84430927-ЗЦП117310530-1 Закуп необходимых материаловЗаказчик:Актюбинский филиал РГП на ПХВ ""Казводхоз"" МВРиИ РККраскопультИстория140 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310530,17310530-1 Закуп необходимых материалов,"Актюбинский филиал РГП на ПХВ ""Казводхоз"" МВРиИ РК",42549353,Краскопульт,1.0,40000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
86835196-ОИ417310544-1 запрос ценовых предложенийЗаказчик:КГУ «Средняя школа №57 имени Е.Кошербаева» отдела образования по Аральскому району управления образования Кызылординской области»Работы по изготовлению мебелиИстория1429 854.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок),17310544,17310544-1 запрос ценовых предложений,КГУ «Средняя школа №57 имени Е.Кошербаева» отдела образования по Аральскому району управления образования Кызылординской области»,42549352,Работы по изготовлению мебели,1.0,429854.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
87002642-ЗЦП117310533-1 Костюм зимний для ИТР (Согласно технической спецификации)Заказчик:РГП «Казводхоз»КостюмИстория3135 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17310533,17310533-1 Костюм зимний для ИТР (Согласно технической спецификации),РГП «Казводхоз»,42549350,Костюм,3.0,135000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87336133-ОИ217310542-1 Объявление о проведении государственных закупок для приобретения жесткого дискаЗаказчик:Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская поликлиника №30"" Управления общественного здравоохранения города АлматыДиск жесткийИстория240 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310542,17310542-1 Объявление о проведении государственных закупок для приобретения жесткого диска,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская поликлиника №30"" Управления общественного здравоохранения города Алматы",42549349,Диск жесткий,2.0,40000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
84776693-ЗЦП217310510-1 Приобретение хозяйственных товаровЗаказчик:КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской областиСредство дезинфицирующееИстория413 600.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17310510,17310510-1 Приобретение хозяйственных товаров,КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской области,42549347,Средство дезинфицирующее,4.0,13600.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
84792523-ЗЦП217310510-1 Приобретение хозяйственных товаровЗаказчик:КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской областиПакетИстория3010 344.90Запрос ценовых предложенийОпубликован (прием ценовых предложений),17310510,17310510-1 Приобретение хозяйственных товаров,КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской области,42549346,Пакет,30.0,10344.9,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
84790945-ЗЦП217310510-1 Приобретение хозяйственных товаровЗаказчик:КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской областиСредство чистящееИстория105 172.40Запрос ценовых предложенийОпубликован (прием ценовых предложений),17310510,17310510-1 Приобретение хозяйственных товаров,КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской области,42549345,Средство чистящее,10.0,5172.4,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
84775544-ЗЦП217310510-1 Приобретение хозяйственных товаровЗаказчик:КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской областиМылоИстория25 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17310510,17310510-1 Приобретение хозяйственных товаров,КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской области,42549344,Мыло,2.0,5000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
84790760-ЗЦП217310510-1 Приобретение хозяйственных товаровЗаказчик:КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской областиСредство моющееИстория2026 724.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17310510,17310510-1 Приобретение хозяйственных товаров,КГУ «Октябрьская основная средняя школа» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской области,42549343,Средство моющее,20.0,26724.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87336707-ОИ217310541-1 Услуги по предоставлению Е-контроль, внедрению и сопровождению аппаратно-программного комплекса комплекса для учета посещаемости, анализа и контроля данныхЗаказчик:Коммунальное государственное учреждение «Центр социальной адаптации лиц, оказавшихся в трудной жизненной ситуации» управления занятости и социальной защиты города ШымкентУслуги по сопровождению и технической поддержке информационной системыИстория11 724 137.93Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310541,"17310541-1 Услуги по предоставлению Е-контроль, внедрению и сопровождению аппаратно-программного комплекса комплекса для учета посещаемости, анализа и контроля данных","Коммунальное государственное учреждение «Центр социальной адаптации лиц, оказавшихся в трудной жизненной ситуации» управления занятости и социальной защиты города Шымкент",42549342,Услуги по сопровождению и технической поддержке информационной системы,1.0,1724137.93,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"81419700-ОИ217310540-1 Приобретение хозяйственных товаров.Заказчик:КГУ ""Специализированная детско-юношеская школа олимпийского резерва №1"" управления физической культуры и спорта Павлодарской области, акимата Павлодарской областиДоска обрезнаяИстория642 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310540,17310540-1 Приобретение хозяйственных товаров.,"КГУ ""Специализированная детско-юношеская школа олимпийского резерва №1"" управления физической культуры и спорта Павлодарской области, акимата Павлодарской области",42549340,Доска обрезная,6.0,42000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"81419791-ОИ217310540-1 Приобретение хозяйственных товаров.Заказчик:КГУ ""Специализированная детско-юношеская школа олимпийского резерва №1"" управления физической культуры и спорта Павлодарской области, акимата Павлодарской областиТруба для тепловой сетиИстория460 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310540,17310540-1 Приобретение хозяйственных товаров.,"КГУ ""Специализированная детско-юношеская школа олимпийского резерва №1"" управления физической культуры и спорта Павлодарской области, акимата Павлодарской области",42549338,Труба для тепловой сети,4.0,60000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
87261362-ОИ317310539-1 Приобретение хозяйственное товарыЗаказчик:КГУ «Жамбулская школа- детский сад» ГУ «Отдел образования Уилского района Управления образования Актюбинской области»КраскаИстория1022 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок),17310539,17310539-1 Приобретение хозяйственное товары,КГУ «Жамбулская школа- детский сад» ГУ «Отдел образования Уилского района Управления образования Актюбинской области»,42549336,Краска,10.0,22000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
87261458-ОИ317310539-1 Приобретение хозяйственное товарыЗаказчик:КГУ «Жамбулская школа- детский сад» ГУ «Отдел образования Уилского района Управления образования Актюбинской области»Труба для водоснабженияИстория2012 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок),17310539,17310539-1 Приобретение хозяйственное товары,КГУ «Жамбулская школа- детский сад» ГУ «Отдел образования Уилского района Управления образования Актюбинской области»,42549334,Труба для водоснабжения,20.0,12000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"87179376-ОИ217310538-1 Приобретение запасных частей для автомобилей в/ч 5511Заказчик:РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""Модуль-фараИстория2300 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310538,17310538-1 Приобретение запасных частей для автомобилей в/ч 5511,"РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""",42549332,Модуль-фара,2.0,300000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"87327457-ОИ217310537-1 Приобретение запасных частей для автомобилей в/ч 5511Заказчик:РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""БамперИстория169 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310537,17310537-1 Приобретение запасных частей для автомобилей в/ч 5511,"РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""",42549330,Бампер,1.0,69000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"87180880-ОИ217310537-1 Приобретение запасных частей для автомобилей в/ч 5511Заказчик:РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""АмортизаторИстория213 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310537,17310537-1 Приобретение запасных частей для автомобилей в/ч 5511,"РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""",42549328,Амортизатор,2.0,13000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"87327292-ОИ217310537-1 Приобретение запасных частей для автомобилей в/ч 5511Заказчик:РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""Колесо ходовоеИстория132 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310537,17310537-1 Приобретение запасных частей для автомобилей в/ч 5511,"РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""",42549326,Колесо ходовое,1.0,32000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"87181435-ОИ217310537-1 Приобретение запасных частей для автомобилей в/ч 5511Заказчик:РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""ПодфарникИстория255 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310537,17310537-1 Приобретение запасных частей для автомобилей в/ч 5511,"РГУ ""Региональное командование ""Шығыс"" - воинская часть 6638"" Национальной гвардии Республики Казахстан""",42549324,Подфарник,2.0,55000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"87181190-ОИ217310536-1 Приобретение хозяйственных товаровЗаказчик:КГУ ""Центр оказания специальных социальных услуг город Кокшетау"" управления координации занятости и социальных программ Акмолинской областиСаморезИстория53 750.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310536,17310536-1 Приобретение хозяйственных товаров,"КГУ ""Центр оказания специальных социальных услуг город Кокшетау"" управления координации занятости и социальных программ Акмолинской области",42549322,Саморез,5.0,3750.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"87181030-ОИ217310536-1 Приобретение хозяйственных товаровЗаказчик:КГУ ""Центр оказания специальных социальных услуг город Кокшетау"" управления координации занятости и социальных программ Акмолинской областиСаморезИстория31 950.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок)",17310536,17310536-1 Приобретение хозяйственных товаров,"КГУ ""Центр оказания специальных социальных услуг город Кокшетау"" управления координации занятости и социальных программ Акмолинской области",42549320,Саморез,3.0,1950.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
86939424-ОИ217310535-1 Работы по ремонту интерактивной панелиЗаказчик:ГККП «Центр детско-юношеского творчества» отдела образования Сырымского района управления образования акимата Западно-Казахстанской областиРаботы по ремонту/модернизации компьютерной/периферийной оргтехники/оборудованияИстория1150 000.00Из одного источника по несостоявшимся закупкамОпубликован (прием заявок),17310535,17310535-1 Работы по ремонту интерактивной панели,ГККП «Центр детско-юношеского творчества» отдела образования Сырымского района управления образования акимата Западно-Казахстанской области,42549318,Работы по ремонту/модернизации компьютерной/периферийной оргтехники/оборудования,1.0,150000.0,Из одного источника по несостоявшимся закупкам,Опубликован (прием заявок)
"87361762-ЗЦП117310513-1 Унитаз детский керамический в комплекте (сиденье с крышкой и поплавок)Заказчик:Государственное коммунальное казенное предприятие ""Ясли-сад №29 ""Ай-Керім"" управления образования города Шымкент""Шланг поливочныйИстория10055 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310513,17310513-1 Унитаз детский керамический в комплекте (сиденье с крышкой и поплавок),"Государственное коммунальное казенное предприятие ""Ясли-сад №29 ""Ай-Керім"" управления образования города Шымкент""",42549316,Шланг поливочный,100.0,55000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"85468129-ЗЦП217310524-1 приобретение почтовых услугЗаказчик:государственное учреждение ""Кобдинский районный отдел сельского хозяйства""Услуги по пересылке регистрируемых почтовых отправленийИстория120 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310524,17310524-1 приобретение почтовых услуг,"государственное учреждение ""Кобдинский районный отдел сельского хозяйства""",42549315,Услуги по пересылке регистрируемых почтовых отправлений,1.0,20000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"83036286-ЗЦП117310513-1 Унитаз детский керамический в комплекте (сиденье с крышкой и поплавок)Заказчик:Государственное коммунальное казенное предприятие ""Ясли-сад №29 ""Ай-Керім"" управления образования города Шымкент""УнитазИстория10350 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17310513,17310513-1 Унитаз детский керамический в комплекте (сиденье с крышкой и поплавок),"Государственное коммунальное казенное предприятие ""Ясли-сад №29 ""Ай-Керім"" управления образования города Шымкент""",42549314,Унитаз,10.0,350000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
