tender_id,category,customer,customer_bin,trade_method,publish_date,end_date,window_days,n_bidders,winner_supplier,winner_bin,amount_tg,status,is_captured_ground_truth
403361,Ремонт зданий,Заказчик_0113,268518827291,Из одного источника по несостоявшимся закупкам,2023-02-11,2023-02-13,2,8,Поставщик_0064,880188249728,5291211.48,Отменен,False
403362,IT-услуги,Заказчик_0133,355191676858,Из одного источника,2023-11-19,2023-11-21,2,1,Поставщик_0422,801971335920,7108052.28,Итоги подведены,True
403363,Продукты питания,Заказчик_0170,681775483909,Открытый конкурс,2023-09-02,2023-09-12,10,2,Поставщик_0467,681232354610,528732.96,Завершен,False
403364,Канцелярские товары,Заказчик_0093,375889866098,Из одного источника по несостоявшимся закупкам,2024-08-25,2024-09-04,10,5,Поставщик_0447,811413512591,306847.78,Итоги подведены,False
403365,Клининг,Заказчик_0039,704542495687,Электронный аукцион,2023-05-28,2023-06-12,15,6,Поставщик_0025,157250824319,733248.57,Завершен,False
403366,Транспортные услуги,Заказчик_0046,178619734353,Из одного источника,2024-01-22,2024-02-07,16,5,Поставщик_0685,775363758901,1241940.07,Завершен,False
403367,Охранные услуги,Заказчик_0151,841936905579,Из одного источника,2025-03-24,2025-04-04,11,3,Поставщик_0724,642962887540,1930193.58,Итоги подведены,False
403368,Стройматериалы,Заказчик_0036,195028486959,Из одного источника по несостоявшимся закупкам,2023-08-04,2023-08-17,13,2,Поставщик_0781,916367478121,3279459.51,Завершен,False
403369,Ремонт зданий,Заказчик_0149,424259616526,Открытый конкурс,2023-05-03,2023-05-15,12,4,Поставщик_0129,442180051605,5379572.0,Завершен,False
403370,Канцелярские товары,Заказчик_0042,061403237378,Открытый конкурс,2023-02-01,2023-02-11,10,2,Поставщик_0641,238196641402,290850.59,Завершен,False
403371,Транспортные услуги,Заказчик_0040,303789475622,Из одного источника по несостоявшимся закупкам,2025-04-02,2025-04-13,11,1,Поставщик_0084,986105712292,1212878.16,Итоги подведены,False
403372,Мебель,Заказчик_0125,691670073356,Из одного источника по несостоявшимся закупкам,2024-03-17,2024-03-30,13,2,Поставщик_0559,063934408962,973957.79,Завершен,False
403373,Медицинское оборудование,Заказчик_0085,228319081121,Из одного источника по несостоявшимся закупкам,2024-02-14,2024-02-22,8,3,Поставщик_0313,187275276446,8421972.91,Завершен,False
403374,Транспортные услуги,Заказчик_0115,986712861740,Из одного источника,2023-06-08,2023-06-15,7,1,Поставщик_0644,384477013768,1126630.46,Завершен,False
403375,Ремонт зданий,Заказчик_0095,724337750016,Запрос ценовых предложений,2024-04-27,2024-05-10,13,5,Поставщик_0185,771865953750,5393951.85,Завершен,False
403376,Транспортные услуги,Заказчик_0071,069974068469,Открытый конкурс,2024-06-02,2024-06-06,4,1,Поставщик_0078,631351822753,1186615.44,Завершен,False
403377,Стройматериалы,Заказчик_0197,921159241640,Запрос ценовых предложений,2023-02-03,2023-02-06,3,3,Поставщик_0681,264209549520,3169682.04,Итоги подведены,False
403378,Транспортные услуги,Заказчик_0021,049902298831,Открытый конкурс,2024-01-26,2024-02-02,7,3,Поставщик_0460,409351429754,1301994.18,Завершен,False
403379,Продукты питания,Заказчик_0175,560089674827,Электронный аукцион,2024-05-01,2024-05-14,13,2,Поставщик_0059,487654415799,499643.76,Завершен,False
403380,Клининг,Заказчик_0025,958511387882,Запрос ценовых предложений,2023-12-15,2023-12-24,9,3,Поставщик_0221,526783920968,694372.91,Завершен,False
403381,Ремонт зданий,Заказчик_0131,463876194901,Электронный аукцион,2024-10-11,2024-10-22,11,3,Поставщик_0102,016171228627,5743217.04,Завершен,False
403382,IT-услуги,Заказчик_0127,352249294184,Из одного источника,2025-02-14,2025-02-24,10,3,Поставщик_0266,549008670401,4353630.69,Завершен,False
403383,Медицинское оборудование,Заказчик_0042,061403237378,Открытый конкурс,2023-11-01,2023-11-16,15,4,Поставщик_0076,602717470664,6956373.37,Завершен,False
403384,Клининг,Заказчик_0062,298543394596,Открытый конкурс,2025-03-27,2025-04-11,15,2,Поставщик_0331,992821835372,605476.89,Завершен,False
403385,Продукты питания,Заказчик_0024,420762754008,Открытый конкурс,2023-01-24,2023-02-05,12,1,Поставщик_0453,267596208325,546203.26,Завершен,False
403386,Канцелярские товары,Заказчик_0099,557410386890,Открытый конкурс,2025-01-29,2025-02-08,10,4,Поставщик_0001,131666954134,279150.56,Завершен,False
403387,Ремонт зданий,Заказчик_0074,356428134255,Электронный аукцион,2023-10-30,2023-11-18,19,7,Поставщик_0494,962316023940,6049428.78,Опубликован,False
403388,Мебель,Заказчик_0002,930086875935,Из одного источника,2025-05-21,2025-06-03,13,1,Поставщик_0677,115828932790,909164.51,Завершен,False
403389,Ремонт зданий,Заказчик_0027,073988827188,Из одного источника,2023-07-15,2023-07-25,10,1,Поставщик_0242,714617997408,5191112.13,Итоги подведены,False
403390,Ремонт зданий,Заказчик_0036,195028486959,Запрос ценовых предложений,2023-04-02,2023-04-10,8,3,Поставщик_0382,989586553277,6277734.48,Опубликован,False
403391,Ремонт зданий,Заказчик_0167,098964499673,Электронный аукцион,2025-05-11,2025-05-23,12,5,Поставщик_0067,077096602839,5987708.63,Завершен,False
403392,Медицинское оборудование,Заказчик_0024,420762754008,Электронный аукцион,2024-02-25,2024-02-28,3,3,Поставщик_0042,158690795519,6842304.01,Завершен,False
403393,Клининг,Заказчик_0132,113739882651,Электронный аукцион,2024-02-16,2024-02-17,1,1,Поставщик_0050,866108239013,638829.94,Завершен,False
403394,Стройматериалы,Заказчик_0128,840683305887,Электронный аукцион,2023-06-07,2023-06-23,16,3,Поставщик_0588,727453636489,3242985.14,Завершен,False
403395,Канцелярские товары,Заказчик_0171,919426295735,Открытый конкурс,2025-04-19,2025-05-10,21,6,Поставщик_0304,573708281211,268620.99,Завершен,False
403396,Ремонт зданий,Заказчик_0065,847528925395,Запрос ценовых предложений,2023-04-07,2023-04-28,21,3,Поставщик_0478,389500589336,5715960.34,Завершен,False
403397,Мебель,Заказчик_0156,370660134587,Открытый конкурс,2024-03-03,2024-03-14,11,9,Поставщик_0037,041583061212,1058150.01,Завершен,False
403398,Канцелярские товары,Заказчик_0155,850611322279,Запрос ценовых предложений,2023-06-22,2023-06-30,8,2,Поставщик_0396,428296257340,269952.29,Итоги подведены,False
403399,IT-услуги,Заказчик_0145,164798701236,Открытый конкурс,2024-01-13,2024-01-29,16,6,Поставщик_0578,609946517910,5468861.64,Итоги подведены,False
403400,Охранные услуги,Заказчик_0165,105707422805,Открытый конкурс,2024-09-22,2024-09-24,2,1,Поставщик_0645,945551379107,2803652.89,Завершен,True
403401,Стройматериалы,Заказчик_0180,050288400985,Из одного источника,2023-04-11,2023-04-21,10,4,Поставщик_0461,666972086666,2594662.41,Завершен,False
403402,Стройматериалы,Заказчик_0141,155013446536,Открытый конкурс,2025-03-17,2025-03-26,9,2,Поставщик_0382,989586553277,2788579.95,Завершен,False
403403,Стройматериалы,Заказчик_0048,544728808246,Электронный аукцион,2024-12-10,2024-12-31,21,5,Поставщик_0557,404694079971,3215254.51,Завершен,False
403404,Ремонт зданий,Заказчик_0118,609055953469,Из одного источника,2024-04-11,2024-05-02,21,2,Поставщик_0473,721155851736,5538593.26,Завершен,False
403405,Стройматериалы,Заказчик_0085,228319081121,Из одного источника,2023-03-21,2023-04-08,18,4,Поставщик_0068,643324683156,2696130.96,Завершен,False
403406,Ремонт зданий,Заказчик_0186,053323099951,Открытый конкурс,2024-06-25,2024-07-14,19,2,Поставщик_0349,202749903744,5905721.7,Отменен,False
403407,Ремонт зданий,Заказчик_0000,602276804025,Открытый конкурс,2025-05-28,2025-06-13,16,5,Поставщик_0115,743645137591,5902847.21,Завершен,False
403408,Продукты питания,Заказчик_0140,572961937397,Запрос ценовых предложений,2024-11-13,2024-11-17,4,4,Поставщик_0466,194810172946,425184.16,Завершен,False
403409,IT-услуги,Заказчик_0131,463876194901,Открытый конкурс,2025-01-25,2025-02-06,12,2,Поставщик_0617,904610610248,4981729.4,Завершен,False
403410,Транспортные услуги,Заказчик_0139,584877345150,Открытый конкурс,2023-11-01,2023-11-07,6,5,Поставщик_0515,994600436234,1303897.97,Итоги подведены,False
403411,Канцелярские товары,Заказчик_0174,628964171749,Из одного источника по несостоявшимся закупкам,2024-09-25,2024-10-01,6,1,Поставщик_0654,255547850454,257487.96,Опубликован,False
403412,Ремонт зданий,Заказчик_0092,787963526218,Электронный аукцион,2024-01-29,2024-02-12,14,1,Поставщик_0334,967253938188,5978099.85,Итоги подведены,False
403413,Охранные услуги,Заказчик_0079,987998370546,Электронный аукцион,2024-12-24,2024-12-26,2,4,Поставщик_0259,469059047610,1841409.5,Завершен,False
403414,Канцелярские товары,Заказчик_0197,921159241640,Запрос ценовых предложений,2025-03-21,2025-04-02,12,3,Поставщик_0353,693779520630,260573.79,Завершен,False
403415,Медицинское оборудование,Заказчик_0188,511393683388,Открытый конкурс,2023-07-23,2023-08-03,11,3,Поставщик_0048,291807684220,8435189.73,Итоги подведены,False
403416,Стройматериалы,Заказчик_0038,756202235126,Из одного источника,2024-09-18,2024-10-04,16,2,Поставщик_0250,609694983206,3146729.67,Завершен,False
403417,Мебель,Заказчик_0084,846650721507,Электронный аукцион,2025-04-14,2025-04-21,7,1,Поставщик_0650,226837630452,1044482.75,Завершен,False
403418,Охранные услуги,Заказчик_0144,516681609103,Запрос ценовых предложений,2024-09-27,2024-10-12,15,2,Поставщик_0225,750965040563,2031708.62,Завершен,False
403419,Мебель,Заказчик_0116,028575123047,Открытый конкурс,2025-01-28,2025-02-09,12,2,Поставщик_0504,777279885669,924147.91,Опубликован,False
403420,Охранные услуги,Заказчик_0179,703500144758,Открытый конкурс,2023-06-25,2023-07-10,15,1,Поставщик_0033,459232116860,1838486.68,Завершен,False
403421,Клининг,Заказчик_0115,986712861740,Из одного источника,2023-02-10,2023-02-22,12,1,Поставщик_0586,849411335268,756741.08,Завершен,False
403422,Медицинское оборудование,Заказчик_0064,196215509941,Из одного источника,2023-08-12,2023-08-20,8,5,Поставщик_0715,687701717887,7849798.59,Завершен,False
403423,Транспортные услуги,Заказчик_0023,152672624980,Из одного источника,2023-12-29,2024-01-10,12,3,Поставщик_0259,469059047610,1263977.32,Завершен,False
403424,Канцелярские товары,Заказчик_0194,940255554375,Запрос ценовых предложений,2023-11-01,2023-11-05,4,7,Поставщик_0568,479045024243,319819.34,Завершен,False
403425,Канцелярские товары,Заказчик_0061,915640336836,Электронный аукцион,2023-03-28,2023-04-08,11,1,Поставщик_0572,516919540856,262899.02,Завершен,False
403426,Клининг,Заказчик_0116,028575123047,Из одного источника по несостоявшимся закупкам,2025-04-28,2025-05-13,15,6,Поставщик_0413,378639743115,665760.02,Завершен,False
403427,Ремонт зданий,Заказчик_0015,769043821442,Открытый конкурс,2025-05-24,2025-06-03,10,2,Поставщик_0286,363568431712,5425962.6,Завершен,False
403428,Транспортные услуги,Заказчик_0167,098964499673,Из одного источника по несостоявшимся закупкам,2025-05-17,2025-05-27,10,3,Поставщик_0601,810431206859,1292014.82,Итоги подведены,False
403429,Охранные услуги,Заказчик_0173,212954133846,Запрос ценовых предложений,2023-11-05,2023-11-21,16,4,Поставщик_0238,882733335641,1718275.67,Итоги подведены,False
403430,Охранные услуги,Заказчик_0194,940255554375,Открытый конкурс,2024-05-05,2024-05-13,8,4,Поставщик_0233,338574752609,1811022.26,Завершен,False
403431,IT-услуги,Заказчик_0148,216398982273,Из одного источника по несостоявшимся закупкам,2023-06-29,2023-07-09,10,2,Поставщик_0766,950405774567,4849476.77,Итоги подведены,False
403432,Охранные услуги,Заказчик_0085,228319081121,Из одного источника,2025-06-14,2025-06-25,11,4,Поставщик_0511,245773785983,2166847.68,Итоги подведены,False
403433,IT-услуги,Заказчик_0087,751590785490,Открытый конкурс,2023-10-30,2023-11-04,5,5,Поставщик_0000,872601131654,5029094.44,Завершен,False
403434,IT-услуги,Заказчик_0136,789135342202,Из одного источника по несостоявшимся закупкам,2024-11-06,2024-11-07,1,2,Поставщик_0600,570574392301,5498667.03,Завершен,False
403435,Охранные услуги,Заказчик_0185,103321145403,Из одного источника по несостоявшимся закупкам,2023-09-01,2023-09-17,16,5,Поставщик_0119,431616934635,1969839.96,Завершен,False
403436,Транспортные услуги,Заказчик_0099,557410386890,Открытый конкурс,2023-11-10,2023-11-13,3,2,Поставщик_0349,202749903744,1151564.17,Итоги подведены,False
403437,Медицинское оборудование,Заказчик_0123,706853063646,Открытый конкурс,2024-01-06,2024-01-22,16,3,Поставщик_0608,196632700250,8506438.36,Итоги подведены,False
403438,Мебель,Заказчик_0092,787963526218,Из одного источника по несостоявшимся закупкам,2023-08-14,2023-08-19,5,4,Поставщик_0735,849125341936,1071443.91,Итоги подведены,False
403439,Охранные услуги,Заказчик_0105,101837512445,Из одного источника по несостоявшимся закупкам,2025-04-08,2025-04-19,11,4,Поставщик_0107,130966453732,1955473.98,Завершен,False
403440,Охранные услуги,Заказчик_0147,252922273397,Электронный аукцион,2023-09-07,2023-09-19,12,4,Поставщик_0314,442712461000,1998788.33,Итоги подведены,False
403441,Транспортные услуги,Заказчик_0074,356428134255,Запрос ценовых предложений,2023-08-10,2023-08-25,15,1,Поставщик_0359,522051611308,1162370.06,Завершен,False
403442,Охранные услуги,Заказчик_0038,756202235126,Электронный аукцион,2025-01-25,2025-02-10,16,5,Поставщик_0466,194810172946,1828011.75,Завершен,False
403443,Ремонт зданий,Заказчик_0174,628964171749,Запрос ценовых предложений,2023-09-07,2023-09-18,11,2,Поставщик_0303,571408943388,5897740.42,Завершен,False
403444,IT-услуги,Заказчик_0174,628964171749,Открытый конкурс,2025-04-25,2025-05-09,14,4,Поставщик_0208,572426977114,5174026.11,Завершен,False
403445,Мебель,Заказчик_0129,967512170538,Открытый конкурс,2023-03-19,2023-03-28,9,4,Поставщик_0701,088379595948,982005.11,Завершен,False
403446,Транспортные услуги,Заказчик_0189,913923992645,Электронный аукцион,2025-05-09,2025-05-15,6,5,Поставщик_0444,253076132062,1149827.1,Завершен,False
403447,Мебель,Заказчик_0186,053323099951,Запрос ценовых предложений,2024-07-24,2024-08-03,10,5,Поставщик_0665,128709957080,859984.27,Итоги подведены,False
403448,Ремонт зданий,Заказчик_0017,424039274499,Открытый конкурс,2024-09-14,2024-09-25,11,3,Поставщик_0135,014282841775,6383726.52,Итоги подведены,False
403449,Клининг,Заказчик_0121,095952713783,Открытый конкурс,2024-06-29,2024-07-11,12,8,Поставщик_0785,685426512793,651906.41,Итоги подведены,False
403450,Охранные услуги,Заказчик_0116,028575123047,Электронный аукцион,2023-07-13,2023-07-26,13,1,Поставщик_0383,675235830780,2140294.01,Завершен,False
403451,Канцелярские товары,Заказчик_0145,164798701236,Запрос ценовых предложений,2023-02-12,2023-02-19,7,3,Поставщик_0416,560588412973,319104.98,Завершен,False
403452,Канцелярские товары,Заказчик_0127,352249294184,Электронный аукцион,2024-11-07,2024-11-18,11,2,Поставщик_0188,522310503057,290931.66,Итоги подведены,False
403453,Охранные услуги,Заказчик_0017,424039274499,Запрос ценовых предложений,2024-09-20,2024-09-21,1,2,Поставщик_0087,387671609145,1707399.2,Опубликован,False
403454,Охранные услуги,Заказчик_0194,940255554375,Открытый конкурс,2025-06-05,2025-06-19,14,4,Поставщик_0366,684754308444,2103561.74,Завершен,False
403455,Клининг,Заказчик_0152,918199349998,Электронный аукцион,2024-07-31,2024-08-14,14,2,Поставщик_0191,410813781099,644414.09,Завершен,False
403456,Продукты питания,Заказчик_0104,865457848634,Электронный аукцион,2023-09-05,2023-09-16,11,5,Поставщик_0668,657739497386,537439.35,Итоги подведены,False
403457,IT-услуги,Заказчик_0051,545473722111,Открытый конкурс,2023-05-22,2023-06-05,14,4,Поставщик_0197,888052186039,4988596.41,Завершен,False
403458,Канцелярские товары,Заказчик_0013,352206298026,Из одного источника по несостоявшимся закупкам,2023-10-07,2023-10-11,4,1,Поставщик_0220,468537478273,313038.02,Завершен,False
403459,Канцелярские товары,Заказчик_0064,196215509941,Открытый конкурс,2024-11-22,2024-12-08,16,6,Поставщик_0023,195771172870,270328.57,Итоги подведены,False
403460,Продукты питания,Заказчик_0096,626442714264,Запрос ценовых предложений,2024-08-30,2024-09-09,10,6,Поставщик_0264,581472848963,545147.41,Итоги подведены,False
403461,Продукты питания,Заказчик_0102,747749566861,Запрос ценовых предложений,2024-10-21,2024-10-25,4,1,Поставщик_0746,277946131833,693971.56,Завершен,True
403462,Охранные услуги,Заказчик_0137,362813537454,Из одного источника по несостоявшимся закупкам,2025-04-10,2025-04-14,4,3,Поставщик_0330,436097117958,1779968.67,Итоги подведены,False
403463,Мебель,Заказчик_0078,598284873191,Открытый конкурс,2023-07-31,2023-08-18,18,4,Поставщик_0517,249119330058,996121.59,Завершен,False
403464,Охранные услуги,Заказчик_0183,379370294394,Из одного источника по несостоявшимся закупкам,2024-07-09,2024-07-12,3,1,Поставщик_0221,526783920968,2761246.6,Завершен,True
403465,IT-услуги,Заказчик_0064,196215509941,Электронный аукцион,2023-07-02,2023-07-11,9,1,Поставщик_0569,141994877032,5256438.49,Завершен,False
403466,Клининг,Заказчик_0122,138783944958,Из одного источника по несостоявшимся закупкам,2023-01-15,2023-01-25,10,5,Поставщик_0348,238397186701,642791.77,Завершен,False
403467,Стройматериалы,Заказчик_0148,216398982273,Запрос ценовых предложений,2024-09-16,2024-09-24,8,2,Поставщик_0783,655871465909,3205470.22,Итоги подведены,False
403468,Продукты питания,Заказчик_0065,847528925395,Открытый конкурс,2023-07-08,2023-07-19,11,3,Поставщик_0358,198520001406,463985.81,Отменен,False
403469,Медицинское оборудование,Заказчик_0135,486200442637,Из одного источника по несостоявшимся закупкам,2024-11-13,2024-11-22,9,6,Поставщик_0331,992821835372,8030388.28,Завершен,False
403470,Охранные услуги,Заказчик_0105,101837512445,Из одного источника по несостоявшимся закупкам,2023-07-23,2023-08-04,12,3,Поставщик_0309,913322191117,1887746.55,Отменен,False
403471,Транспортные услуги,Заказчик_0085,228319081121,Из одного источника по несостоявшимся закупкам,2024-01-22,2024-01-30,8,5,Поставщик_0491,158112158095,1267980.24,Завершен,False
403472,Ремонт зданий,Заказчик_0140,572961937397,Электронный аукцион,2023-12-27,2024-01-04,8,2,Поставщик_0457,145778703879,5889311.95,Завершен,False
403473,Продукты питания,Заказчик_0173,212954133846,Открытый конкурс,2025-02-22,2025-03-04,10,3,Поставщик_0234,545458190187,487039.21,Итоги подведены,False
403474,Медицинское оборудование,Заказчик_0043,200593676791,Открытый конкурс,2023-09-10,2023-09-18,8,2,Поставщик_0076,602717470664,8644238.03,Итоги подведены,False
403475,Продукты питания,Заказчик_0023,152672624980,Запрос ценовых предложений,2024-08-02,2024-08-19,17,5,Поставщик_0734,331897353844,495168.95,Итоги подведены,False
403476,Клининг,Заказчик_0102,747749566861,Из одного источника,2024-08-30,2024-09-23,24,3,Поставщик_0606,849526834930,670953.33,Итоги подведены,False
403477,Медицинское оборудование,Заказчик_0138,309592304864,Из одного источника по несостоявшимся закупкам,2025-04-05,2025-04-21,16,4,Поставщик_0579,051812327924,8000075.89,Завершен,False
403478,Охранные услуги,Заказчик_0040,303789475622,Из одного источника,2023-11-20,2023-12-01,11,1,Поставщик_0531,201609917372,1826589.47,Завершен,False
403479,Стройматериалы,Заказчик_0064,196215509941,Из одного источника по несостоявшимся закупкам,2023-01-05,2023-01-23,18,3,Поставщик_0317,340583741741,2942669.42,Завершен,False
403480,Ремонт зданий,Заказчик_0044,011652671671,Запрос ценовых предложений,2023-08-25,2023-09-01,7,2,Поставщик_0115,743645137591,5606679.49,Завершен,False
403481,Мебель,Заказчик_0100,825533331515,Электронный аукцион,2023-09-20,2023-09-22,2,1,Поставщик_0026,859743472035,1265890.72,Опубликован,True
403482,Канцелярские товары,Заказчик_0194,940255554375,Открытый конкурс,2023-07-25,2023-08-03,9,6,Поставщик_0570,282874294013,272181.95,Завершен,False
403483,Охранные услуги,Заказчик_0001,016525808631,Открытый конкурс,2025-02-03,2025-02-13,10,6,Поставщик_0080,751360825096,1869213.8,Итоги подведены,False
403484,Медицинское оборудование,Заказчик_0134,006567464629,Электронный аукцион,2025-04-12,2025-04-21,9,4,Поставщик_0346,339552598135,8541071.46,Завершен,False
403485,Медицинское оборудование,Заказчик_0005,965687203229,Открытый конкурс,2024-12-24,2025-01-07,14,4,Поставщик_0163,994042203453,7094796.44,Итоги подведены,False
403486,Продукты питания,Заказчик_0021,049902298831,Запрос ценовых предложений,2025-01-30,2025-02-16,17,3,Поставщик_0500,113707972671,510350.83,Завершен,False
403487,Транспортные услуги,Заказчик_0069,588454746149,Открытый конкурс,2023-09-10,2023-09-21,11,2,Поставщик_0282,723262034517,1176451.82,Завершен,False
403488,Мебель,Заказчик_0035,461642607714,Запрос ценовых предложений,2024-02-23,2024-02-24,1,5,Поставщик_0712,059899197139,855577.07,Опубликован,False
403489,IT-услуги,Заказчик_0103,043205340808,Электронный аукцион,2024-02-19,2024-02-29,10,2,Поставщик_0477,658821007971,4485476.41,Завершен,False
403490,Продукты питания,Заказчик_0199,342856565386,Открытый конкурс,2024-01-04,2024-01-09,5,1,Поставщик_0259,469059047610,634082.03,Завершен,True
403491,Мебель,Заказчик_0114,492430052930,Открытый конкурс,2023-10-11,2023-11-02,22,5,Поставщик_0174,289501223063,916527.36,Итоги подведены,False
403492,Канцелярские товары,Заказчик_0184,660677017673,Электронный аукцион,2023-04-28,2023-05-03,5,1,Поставщик_0492,354903957645,305042.68,Завершен,False
403493,Транспортные услуги,Заказчик_0074,356428134255,Запрос ценовых предложений,2025-05-26,2025-06-12,17,3,Поставщик_0193,471605601276,1134460.84,Завершен,False
403494,Мебель,Заказчик_0095,724337750016,Электронный аукцион,2023-08-19,2023-08-21,2,5,Поставщик_0505,685208594331,1037795.03,Завершен,False
403495,Канцелярские товары,Заказчик_0176,053666440505,Запрос ценовых предложений,2023-06-04,2023-06-16,12,4,Поставщик_0407,496909492643,274799.7,Завершен,False
403496,Продукты питания,Заказчик_0109,331294210817,Открытый конкурс,2023-12-11,2023-12-16,5,6,Поставщик_0090,570623638590,480833.3,Итоги подведены,False
403497,Транспортные услуги,Заказчик_0114,492430052930,Из одного источника,2023-01-07,2023-01-11,4,4,Поставщик_0157,012322624835,1153884.37,Завершен,False
403498,Ремонт зданий,Заказчик_0124,308392990638,Открытый конкурс,2023-08-28,2023-08-29,1,6,Поставщик_0759,474938970727,5842375.64,Завершен,False
403499,Транспортные услуги,Заказчик_0128,840683305887,Запрос ценовых предложений,2024-05-21,2024-05-31,10,6,Поставщик_0635,900785867507,1095917.32,Завершен,False
403500,Продукты питания,Заказчик_0024,420762754008,Электронный аукцион,2025-03-19,2025-03-28,9,3,Поставщик_0739,795163914900,509227.7,Завершен,False
403501,Ремонт зданий,Заказчик_0127,352249294184,Запрос ценовых предложений,2024-04-03,2024-04-12,9,1,Поставщик_0494,962316023940,6555288.99,Завершен,False
403502,Продукты питания,Заказчик_0158,456227804705,Открытый конкурс,2025-03-14,2025-03-26,12,4,Поставщик_0075,124594377461,489797.18,Завершен,False
403503,Продукты питания,Заказчик_0030,736535270957,Из одного источника по несостоявшимся закупкам,2023-11-04,2023-11-21,17,2,Поставщик_0158,941076970110,429600.98,Завершен,False
403504,Транспортные услуги,Заказчик_0032,421496963502,Открытый конкурс,2024-02-23,2024-03-12,18,2,Поставщик_0721,536139518740,1225456.59,Завершен,False
403505,Мебель,Заказчик_0115,986712861740,Из одного источника по несостоявшимся закупкам,2024-10-22,2024-11-03,12,5,Поставщик_0275,849582772358,970767.17,Завершен,False
403506,Канцелярские товары,Заказчик_0193,560763609637,Электронный аукцион,2024-08-21,2024-09-05,15,4,Поставщик_0348,238397186701,290454.28,Завершен,False
403507,Мебель,Заказчик_0026,217846198988,Электронный аукцион,2024-08-26,2024-09-05,10,5,Поставщик_0646,902533636786,1029371.73,Итоги подведены,False
403508,Транспортные услуги,Заказчик_0031,763063387334,Открытый конкурс,2023-03-06,2023-03-10,4,1,Поставщик_0216,992635931556,1256949.51,Итоги подведены,False
403509,Охранные услуги,Заказчик_0021,049902298831,Открытый конкурс,2023-03-11,2023-03-25,14,1,Поставщик_0168,888172747047,2180769.73,Отменен,False
403510,Охранные услуги,Заказчик_0085,228319081121,Из одного источника по несостоявшимся закупкам,2024-09-09,2024-09-15,6,1,Поставщик_0470,146781682683,1965260.69,Завершен,False
403511,Стройматериалы,Заказчик_0079,987998370546,Из одного источника,2025-03-24,2025-04-08,15,9,Поставщик_0306,206779291308,2900135.38,Завершен,False
403512,Охранные услуги,Заказчик_0060,098599620746,Запрос ценовых предложений,2025-05-04,2025-05-16,12,2,Поставщик_0162,584323088340,2115276.15,Завершен,False
403513,Транспортные услуги,Заказчик_0153,051929549841,Открытый конкурс,2023-10-27,2023-11-04,8,4,Поставщик_0558,339474201463,1131365.4,Завершен,False
403514,Стройматериалы,Заказчик_0045,891036937066,Электронный аукцион,2023-10-17,2023-10-27,10,8,Поставщик_0588,727453636489,2638008.95,Отменен,False
403515,Охранные услуги,Заказчик_0186,053323099951,Электронный аукцион,2024-10-08,2024-10-21,13,5,Поставщик_0777,708863411997,1738910.87,Итоги подведены,False
403516,Ремонт зданий,Заказчик_0181,093957730128,Из одного источника по несостоявшимся закупкам,2024-10-11,2024-10-20,9,2,Поставщик_0491,158112158095,5969085.27,Завершен,False
403517,IT-услуги,Заказчик_0076,276366676869,Открытый конкурс,2023-06-29,2023-07-16,17,4,Поставщик_0313,187275276446,4386729.69,Завершен,False
403518,Транспортные услуги,Заказчик_0077,634570271159,Запрос ценовых предложений,2024-01-03,2024-01-17,14,1,Поставщик_0473,721155851736,1069445.3,Завершен,False
403519,Медицинское оборудование,Заказчик_0154,114217757188,Из одного источника,2024-03-22,2024-03-24,2,1,Поставщик_0442,406737830193,10279320.96,Завершен,True
403520,Транспортные услуги,Заказчик_0103,043205340808,Из одного источника по несостоявшимся закупкам,2025-03-08,2025-03-21,13,3,Поставщик_0314,442712461000,1127573.18,Завершен,False
403521,Клининг,Заказчик_0173,212954133846,Запрос ценовых предложений,2024-06-08,2024-06-25,17,3,Поставщик_0160,261806834952,624831.41,Завершен,False
403522,Мебель,Заказчик_0012,425723964512,Из одного источника по несостоявшимся закупкам,2025-03-11,2025-03-26,15,5,Поставщик_0231,678404341761,873233.53,Завершен,False
403523,Клининг,Заказчик_0165,105707422805,Открытый конкурс,2023-06-05,2023-06-09,4,1,Поставщик_0645,945551379107,887904.11,Завершен,True
403524,Мебель,Заказчик_0107,769835139635,Из одного источника,2024-10-25,2024-10-29,4,1,Поставщик_0685,775363758901,1382781.35,Итоги подведены,True
403525,Мебель,Заказчик_0073,291422089614,Открытый конкурс,2023-02-16,2023-03-05,17,3,Поставщик_0067,077096602839,867116.48,Завершен,False
403526,Транспортные услуги,Заказчик_0123,706853063646,Открытый конкурс,2023-08-13,2023-08-28,15,1,Поставщик_0425,674249502283,1029294.36,Завершен,False
403527,Медицинское оборудование,Заказчик_0103,043205340808,Электронный аукцион,2023-02-10,2023-02-14,4,4,Поставщик_0797,468272254890,7993655.14,Отменен,False
403528,Медицинское оборудование,Заказчик_0032,421496963502,Электронный аукцион,2024-12-08,2024-12-22,14,6,Поставщик_0608,196632700250,7520922.06,Завершен,False
403529,Продукты питания,Заказчик_0056,936679226110,Электронный аукцион,2025-01-07,2025-01-22,15,1,Поставщик_0613,744440594763,475694.97,Завершен,False
403530,Мебель,Заказчик_0194,940255554375,Открытый конкурс,2024-10-17,2024-10-26,9,3,Поставщик_0274,413867661980,961276.22,Итоги подведены,False
403531,Продукты питания,Заказчик_0025,958511387882,Запрос ценовых предложений,2023-11-17,2023-11-28,11,2,Поставщик_0151,625246342738,539596.59,Завершен,False
